Symbol
ARC_SIGNED
ARC_ALLOW
ARC_NA
ARC_DNSFAIL
ARC_INVALID
ARC_REJECT
ARC_CALLBACK
URIBL_BLOCKED
SURBL_BLOCKED
DNSWL_BLOCKED
DWL_DNSWL_BLOCKED
RECEIVED_BLOCKLISTDE
RBL_BLOCKLISTDE
R_PARTS_DIFFER
HAS_ATTACHMENT
AUTOGEN_PHP_SPAMMY
UNDISC_RCPTS_BULK
AUTH_NA
RCVD_DKIM_ARC_DNSWL_MED
RCVD_DKIM_ARC_DNSWL_HI
LEAKED_PASSWORD_SPAM_FP
COMPROMISED_ACCT_BULK
RCVD_UNAUTH_PBL
BAD_REP_POLICIES
PHISH_EMOTION
VIOLATED_DIRECT_SPF
HAS_ANON_DOMAIN
IP_SCORE_FREEMAIL
HAS_XAW
PHP_SCRIPT_ROOT
URI_HIDDEN_PATH
HAS_X_SOURCE
PHP_XPS_PATTERN
WWW_DOT_DOMAIN
WP_COMPROMISED
ENVFROM_SERVICE_ACCT
HAS_X_AS
MID_RHS_WWW
HAS_WP_URI
HAS_X_ANTIABUSE
HAS_X_GMSV
HAS_PHPMAILER_SIG
HIDDEN_SOURCE_OBJ
HAS_X_PHP_SCRIPT
HAS_X_POS
FROM_SERVICE_ACCT
XAW_SERVICE_ACCT
X_PHP_EVAL
DKIM_TRACE
R_DKIM_TEMPFAIL
DKIM_SIGNED
R_DKIM_REJECT
R_DKIM_ALLOW
DMARC_NA
DMARC_POLICY_ALLOW
DMARC_POLICY_REJECT
DMARC_DNSFAIL
DMARC_POLICY_ALLOW_WITH_FAILURES
DMARC_CALLBACK
DMARC_POLICY_QUARANTINE
DMARC_POLICY_SOFTFAIL
RCVD_IN_DNSWL_NONE
RCVD_IN_DNSWL
DNSWL_BLOCKED
DWL_DNSWL_MED
RCVD_IN_DNSWL_LOW
DWL_DNSWL_HI
DWL_DNSWL_NONE
RCVD_IN_DNSWL_MED
DWL_DNSWL_BLOCKED
DWL_DNSWL
DWL_DNSWL_LOW
RCVD_IN_DNSWL_HI
MSBL_EBL_GREY
MSBL_EBL
SUBJ_EXCESS_BASE64
FROM_EXCESS_BASE64
TO_EXCESS_BASE64
CC_EXCESS_BASE64
REPLYTO_EXCESS_BASE64
REPLYTO_EXCESS_QP
CC_EXCESS_QP
FROM_EXCESS_QP
TO_EXCESS_QP
SUBJ_EXCESS_QP
HAS_ONION_URI
HAS_GUC_PROXY_URI
XM_UA_NO_VERSION
HAS_GOOGLE_REDIR
FWD_GOOGLE
FORWARDED
FWD_MAILRU
FWD_SRS
FWD_YANDEX
FUZZY_DENIED
FUZZY_UNKNOWN
FUZZY_PROB
FUZZY_WHITE
CHECK_FROM
RCVD_TLS_LAST
MAIL_RU_MAILER
FROM_NEEDS_ENCODING
TO_DN_SOME
R_UNDISC_RCPT
SUBJECT_HAS_EXCLAIM
TO_DN_EQ_ADDR_ALL
MULTIPLE_UNIQUE_HEADERS
MV_CASE
CHECK_REPLYTO
INFO_TO_INFO_LU
X_PHP_FORGED_0X
MISSING_MIMEOLE
CHECK_RECEIVED
RCVD_VIA_SMTP_AUTH
TO_DN_RECIPIENTS
SUBJECT_HAS_CURRENCY
STOX_REPLY_TYPE
FORGED_OUTLOOK_HTML
FROM_EQ_ENVFROM
RCVD_NO_TLS_LAST
SUBJECT_HAS_QUESTION
EMAIL_PLUS_ALIASES
REPLYTO_ADDR_EQ_FROM
MISSING_SUBJECT
FORGED_SENDER
SORTED_RECIPS
ONCE_RECEIVED_STRICT
TO_MATCH_ENVRCPT_ALL
MISSING_DATE
MISSING_FROM
FROM_NEQ_DISPLAY_NAME
SUBJECT_ENDS_SPACES
INVALID_RCPT_8BIT
CTYPE_MISSING_DISPOSITION
TO_EQ_FROM
MISSING_MIME_VERSION
ONCE_RECEIVED
INVALID_FROM_8BIT
RCPT_COUNT_THREE
HEADER_CC_DELIMITER_TAB
STRONGMAIL
SUBJECT_ENDS_EXCLAIM
HAS_LIST_UNSUB
MIME_HTML_ONLY
TRACKER_ID
MIME_MA_MISSING_HTML
FAKE_RECEIVED_mail_ru
FORGED_CALLBACK
TO_DN_NONE
R_RCVD_SPAMBOTS
TO_DN_ALL
RCVD_COUNT_THREE
REPLYTO_UNPARSEABLE
HEADER_RCONFIRM_MISMATCH
CTYPE_MIXED_BOGUS
TO_WRAPPED_IN_SPACES
RCPT_COUNT_ONE
FORGED_GENERIC_RECEIVED4
R_NO_SPACE_IN_FROM
HAS_X_PRIO_THREE
SUBJECT_NEEDS_ENCODING
MISSING_TO
RCPT_COUNT_ZERO
RCPT_COUNT_TWELVE
FROM_DISPLAY_CALLBACK
FROM_NAME_HAS_TITLE
RCVD_ILLEGAL_CHARS
REPLYTO_EQ_TO_ADDR
ENVFROM_PRVS
FREEMAIL_REPLYTO_NEQ_FROM_DOM
