Symbol
ARC_SIGNED
ARC_ALLOW
ARC_NA
ARC_DNSFAIL
ARC_INVALID
ARC_REJECT
ARC_CALLBACK
URIBL_BLOCKED
SURBL_BLOCKED
DNSWL_BLOCKED
DWL_DNSWL_BLOCKED
RECEIVED_BLOCKLISTDE
RBL_BLOCKLISTDE
AUTOGEN_PHP_SPAMMY
UNDISC_RCPTS_BULK
AUTH_NA
RCVD_DKIM_ARC_DNSWL_MED
RCVD_DKIM_ARC_DNSWL_HI
COMPROMISED_ACCT_BULK
RCVD_UNAUTH_PBL
BAD_REP_POLICIES
VIOLATED_DIRECT_SPF
HAS_ANON_DOMAIN
IP_SCORE_FREEMAIL
PHP_SCRIPT_ROOT
PHP_XPS_PATTERN
WP_COMPROMISED
HAS_X_AS
HAS_WP_URI
HAS_X_GMSV
HAS_X_PHP_SCRIPT
HAS_X_POS
FROM_SERVICE_ACCT
X_PHP_EVAL
DKIM_TRACE
R_DKIM_TEMPFAIL
DKIM_SIGNED
R_DKIM_REJECT
R_DKIM_ALLOW
DMARC_NA
DMARC_POLICY_ALLOW
DMARC_POLICY_REJECT
DMARC_DNSFAIL
DMARC_POLICY_ALLOW_WITH_FAILURES
DMARC_CALLBACK
DMARC_POLICY_QUARANTINE
DMARC_POLICY_SOFTFAIL
RCVD_IN_DNSWL_NONE
RCVD_IN_DNSWL
DNSWL_BLOCKED
DWL_DNSWL_MED
RCVD_IN_DNSWL_LOW
DWL_DNSWL_HI
DWL_DNSWL_NONE
RCVD_IN_DNSWL_MED
DWL_DNSWL_BLOCKED
DWL_DNSWL
DWL_DNSWL_LOW
RCVD_IN_DNSWL_HI
MSBL_EBL_GREY
MSBL_EBL
CC_EXCESS_BASE64
CC_EXCESS_QP
SUBJ_EXCESS_QP
HAS_ONION_URI
HAS_GUC_PROXY_URI
HAS_GOOGLE_REDIR
FWD_GOOGLE
FORWARDED
FWD_MAILRU
FWD_SRS
FWD_YANDEX
FUZZY_DENIED
FUZZY_UNKNOWN
FUZZY_PROB
FUZZY_WHITE
CHECK_FROM
RCVD_TLS_LAST
MAIL_RU_MAILER
TO_DN_SOME
SUBJECT_HAS_EXCLAIM
MV_CASE
CHECK_REPLYTO
INFO_TO_INFO_LU
X_PHP_FORGED_0X
CHECK_RECEIVED
SUBJECT_HAS_CURRENCY
SUBJECT_HAS_QUESTION
EMAIL_PLUS_ALIASES
FORGED_SENDER
SORTED_RECIPS
ONCE_RECEIVED_STRICT
MISSING_DATE
MISSING_FROM
INVALID_RCPT_8BIT
CTYPE_MISSING_DISPOSITION
TO_EQ_FROM
RCPT_COUNT_THREE
HEADER_CC_DELIMITER_TAB
STRONGMAIL
SUBJECT_ENDS_EXCLAIM
MIME_HTML_ONLY
FAKE_RECEIVED_mail_ru
FORGED_CALLBACK
TO_DN_NONE
HEADER_RCONFIRM_MISMATCH
TO_WRAPPED_IN_SPACES
RCPT_COUNT_ONE
FORGED_GENERIC_RECEIVED4
MISSING_TO
RCPT_COUNT_TWELVE
FROM_DISPLAY_CALLBACK
REPLYTO_EQ_TO_ADDR
ENVFROM_PRVS
FREEMAIL_REPLYTO_NEQ_FROM_DOM
BROKEN_HEADERS
HAS_INTERSPIRE_SIG
RCVD_COUNT_ZERO
SUBJECT_ENDS_QUESTION
X_PHPOS_FAKE
MAILER_1C_8
HEADER_TO_EMPTY_DELIMITER
TO_MATCH_ENVRCPT_SOME
HEADER_CC_EMPTY_DELIMITER
CHECK_RCVD
R_MIXED_CHARSET_URL
HAS_X_PRIO_ZERO
HEADER_FROM_DELIMITER_TAB
RCPT_COUNT_SEVEN
HEADER_DATE_DELIMITER_TAB
FAKE_REPLY
DATE_IN_PAST
GOOGLE_FORWARDING_MID_BROKEN
FM_FAKE_HELO_VERIZON
HEADER_DATE_EMPTY_DELIMITER
RCVD_TLS_ALL
FORGED_RECIPIENTS_MAILLIST
TO_DOM_EQ_FROM_DOM
SPOOF_REPLYTO
YANDEX_RU_MAILER
ENVFROM_VERP
R_SAJDING
RCPT_COUNT_TWO
FAKE_RECEIVED_smtp_yandex_ru
TO_DN_EQ_ADDR_SOME
HEADER_REPLYTO_EMPTY_DELIMITER
FROM_NO_DN
CHECK_MIME
EMPTY_SUBJECT
HEADER_REPLYTO_DELIMITER_TAB
R_MIXED_CHARSET
FORGED_SENDER_MAILLIST
GOOGLE_FORWARDING_MID_MISSING
HEADER_FROM_EMPTY_DELIMITER
FORGED_GENERIC_RECEIVED3
FORGED_RECIPIENTS
HAS_X_PRIO
HEADER_TO_DELIMITER_TAB
RCPT_COUNT_FIVE
REPLYTO_EMAIL_HAS_TITLE
SUSPICIOUS_RECIPS
RCVD_COUNT_TWELVE
TAGGED_RCPT
CHECK_TO_CC
HFILTER_FROMHOST_NORESOLVE_MX
HFILTER_HELO_2
