Symbol
bayes_00
 header_from_different_domains
 loc_envto_ietf
 loc_hdrtocc_us
 loc_ietf_list_id
 mailing_list_multi
 t_dkim_invalid
 loc_ietf_subj
 bayes_50
 html_image_ratio_08
 html_message
 t_remote_image
 freemail_forged_fromdomain
 freemail_from
 loc_envto_ietf_alto
 rdns_none
 unparseable_relay
 mime_html_mostly
 pp_mime_fake_ascii_text
 t_kam_html_font_invalid
 mime_qp_long_line
 lots_of_money
 loc_hdrtocc_not_us
 d_sent_by_aptlc
 all_trusted
 ratware_ms_hash
 html_mime_no_html_tag
 mime_html_only
 bayes_80
 loc_to_ietf_nolid
 autolearn
 unavailable
 t_html_attach
 https_http_mismatch
 t_freemail_doc_pdf
 t_freemail_rvw_attch
 bayes_05
 from_excess_base64
 msgid_from_mta_header
 bayes_40
 html_tag_balance_body
 loc_envto_sk_wk_de
 t_money_percent
 html_font_low_contrast
 freemail_envfrom_end_digit
 tvd_space_ratio
 t_freemail_doc_pdf_bcc
 hk_name_fm_mr_mrs
 subject_drug_gap_l
 date_in_past_03_06
 loc_dnsrbl
 fake_reply_c
 t_obfu_pdf_attach
 mpart_alt_diff
 t_fill_this_form_short
 bayes_99
 bayes_999
 bayes_60
 html_comment_saved_url
 bayes_20
 forged_gmail_rcvd
 html_font_face_bad
 missing_headers
 html_image_ratio_06
 weird_port
 loc_httpcn
 html_image_ratio_04
 normal_http_to_ip
 freemail_forged_replyto
 freemail_replyto_end_digit
 tracker_id
 tvd_ph_body_accounts_pre
 ac_div_bonanza
 body_single_word
 date_in_past_06_12
 date_in_past_12_24
 invalid_msgid
 uri_novowel
axb_xmailer_mimeole_ol_024c2
 bayes_99
 bayes_999
 fill_this_form
 forged_gmail_rcvd
 forged_mua_outlook
 forged_outlook_html
 forged_outlook_tags
 form_fraud_5
 freemail_from
 freemail_replyto
 freemail_replyto_end_digit
 from_missp_eh_match
 from_missp_freemail
 from_missp_msft
 from_missp_replyto
 from_missp_xprio
 fsl_ctype_win1251
 fsl_new_helo_user
 html_message
 loc_envto_ietf
 loc_envto_ietf_alto
 loc_hdrtocc_not_us
 loc_to_ietf_nolid
 lots_of_money
 mime_html_only
 missing_headers
 missing_mid
 money_form
 money_fraud_5
 money_from_missp
 replyto_without_to_cc
 spoofed_freem_repto
 to_no_brkts_from_mssp
